YEAR,MO,DY,ALLSKY_SFC_SW_DWN,T2M_MAX,PRECTOTCORR,RH2M,T2M_MIN,WS10M_RANGE,Rainfall
2008,10,28,3.13,27.12,0.63,84.62,17.16,1.87,21.24492645
2008,10,29,4.71,28.22,0,82.94,16.49,0.93,0
2008,10,30,4.82,27.63,0,79.56,17.26,1.11,0
2008,10,31,4.68,27.65,0,80.56,16.23,0.61,0.790211022
2008,11,1,5.08,27.89,0,78.75,16.44,0.89,1.325489283
2008,11,2,5.06,27.97,0,75.38,14.97,1.44,0
2008,11,3,4.86,28.77,4.19,77.56,16.11,1.49,0
2008,11,4,4.17,28.14,0.49,76.69,17.23,1.14,0
2008,11,5,4.37,26.88,0,78.12,15.16,1.2,0
2008,11,6,4.91,26.58,0,84.12,15.22,1.05,0
2008,11,7,5.03,25.44,0,78.38,13.26,1.31,0
2008,11,8,4.97,26.01,0,75.69,12.89,1.33,0
2008,11,9,4.93,27.16,0,74.62,12.71,1.18,0
2008,11,10,4.86,26.79,0,75.38,14.03,1.3,0
2008,11,11,4.8,28.4,0,73.12,14.65,2.37,0
2008,11,12,4.62,28.17,0,75.75,13.8,1.66,0
2008,11,13,4.56,25.55,0,78,14.01,1.01,0
2008,11,14,4.23,25.5,0,78.31,13.67,1.8,0
2008,11,15,4.12,24.43,0,80.62,12.94,1.23,0
2008,11,16,4.47,27.14,0,75.62,13.67,1.19,0
2008,11,17,4.38,24.48,0,81.25,12.78,0.98,0
2008,11,18,4.52,24.33,0,83,11.92,0.98,0
2008,11,19,4.54,24.65,0,80.25,12.32,1.05,0
2008,11,20,4.46,25.72,0,77.62,12.33,1.29,0
2008,11,21,4.21,25.77,0.11,80.38,13.79,2.45,0
2008,11,22,3.54,25.26,0.44,86.38,14.72,2.56,0
2008,11,23,4.04,23.66,0,86.81,13.99,1.38,0
2008,11,24,4.29,23.76,0,83.5,12.42,1.45,0
2008,11,25,4.39,23.68,0,82.38,12.18,0.97,0
2008,11,26,4.44,23.9,2.84,80.94,12.1,1.64,0
2008,11,27,4.45,24.15,0,80.12,12.45,1.67,0
2008,11,28,4.33,25.85,0,75.88,13.12,1.78,0
2008,11,29,4.31,25.31,0,82.19,13.36,0.97,0
2008,11,30,4.29,26.84,0,80.31,14.44,2.16,0
2008,12,1,3.96,26.4,0,79.81,14.75,1.66,0
2008,12,2,3.65,24.1,1.29,87.44,16.26,1.09,0
2008,12,3,2.15,23.76,0.06,85.69,14.91,1.66,0
2008,12,4,2.68,24.62,0,87.44,13.8,1.16,0
2008,12,5,3.59,25.23,0,83.69,14.19,1.94,0
2008,12,6,3.56,25.69,0,79.5,14.37,1.84,0
2008,12,7,3.01,25.4,0,82.5,14.86,1.55,0
2008,12,8,3.98,23.74,0,85.81,14.26,1.18,0
2008,12,9,3.9,26.01,0,78.94,13.19,2.15,0
2008,12,10,3.49,25.07,0,84.94,14.21,1.14,0
2008,12,11,2.69,25.83,0,86.06,14.1,1.73,0
2008,12,12,2.49,23.99,0,87.25,14.34,1.66,0
2008,12,13,2.93,23.33,0,84.5,12.33,1.46,0
2008,12,14,3.26,23.11,0,85.12,11.92,1.7,0
2008,12,15,3.47,22.67,0,84.5,11.39,1.77,0
2008,12,16,3.41,22.85,0,82.81,10.48,0.96,0
2008,12,17,3.53,22.79,0,80.12,9.58,1.16,0
2008,12,18,3.65,23.08,0,77.44,9.58,1.52,0
2008,12,19,3.47,23.77,0,75.88,10.33,1.47,0
2008,12,20,3.19,23.34,0,79.38,11.01,1.24,0
2008,12,21,3.25,23.11,0,85.19,11.43,1.42,0
2008,12,22,3.08,21.61,0.26,82.06,13.1,1.45,0
2008,12,23,2.76,22.65,0.01,83,12.14,1.3,0
2008,12,24,3.03,21.21,0,87.06,12.31,0.88,0
2008,12,25,3.69,23.07,0,83.25,11.63,1.53,0
2008,12,26,3.76,22.98,1.46,81.06,11.51,1.89,0
2008,12,27,3.59,20.9,1.88,78.94,11.58,1.55,0
2008,12,28,3.73,21.32,0,80,10.84,1.55,0.543682694
2008,12,29,3.85,22.08,0,81.5,9.26,1.2,0.173978463
2008,12,30,3.73,22.44,0,80.12,9.64,1.5,1.783279181
2008,12,31,3.81,23.62,0,79.31,9.65,2,0.587177277
2009,1,1,3.73,26.26,0,78.44,10.05,1.95,0
2009,1,2,3.74,22.87,0,82.06,10.55,1.8,0
2009,1,3,3.8,21.22,0,78.94,9.16,1.37,0
2009,1,4,3.56,21.26,0,73.88,8.19,1.86,0
2009,1,5,3.56,22.24,0,78.19,8.53,1.97,0
2009,1,6,3.33,22.54,0,78.62,8.81,1.84,0
2009,1,7,3.61,22.4,0,74.81,8.6,1.31,0
2009,1,8,3.53,22.76,0,74.81,9.03,1.84,0
2009,1,9,3.57,23.74,0,75.81,10.27,2,0
2009,1,10,3.87,22.79,0,82.19,9.39,0.88,0
2009,1,11,3.74,22.11,0,83.06,9.19,1.62,0
2009,1,12,3.62,21.74,0,83.5,10,1.49,0
2009,1,13,3.8,22.62,0,78.94,9.58,1.28,0
2009,1,14,3.92,23.23,0,72.06,10.43,1.91,0
2009,1,15,3.8,23.58,0,73.56,9.4,1.33,0
2009,1,16,3.85,23.13,0,70.94,11.19,1.77,0
2009,1,17,3.89,24.13,0,79.94,9.64,1.34,0
2009,1,18,3.98,23.02,0,82.12,11.56,1.29,0
2009,1,19,3.38,22.98,0,83.62,11.04,1.92,0
2009,1,20,2.98,22.19,0,78.44,10.21,2,0
2009,1,21,2.85,21.91,0,81.75,10.69,1.2,0
2009,1,22,2.95,23.84,0,83.25,11.13,1.82,0
2009,1,23,2.68,23.11,0,84.31,11.72,1.52,0
2009,1,24,2.53,24.3,0,83.12,12.29,1.45,0
2009,1,25,2.64,22.11,0,85,12.72,1.52,0
2009,1,26,1.53,23.83,0.01,81.44,12.58,1.73,0
2009,1,27,2.26,24.65,0,77.75,13.08,2.23,0
2009,1,28,2.78,24.05,0.02,77.19,12.23,2.02,0
2009,1,29,3.46,23.41,0,75.5,10.17,1.3,0
2009,1,30,4.12,24.19,0,80.94,9.98,1.52,0
2009,1,31,3.92,22.91,0,82.62,10.75,1.58,0
2009,2,1,3.65,24.02,0,73.88,10.32,1.45,0
2009,2,2,3.96,23.48,0,79.25,9.62,1.09,0
2009,2,3,4.41,22.72,0,80.38,10.19,1.22,0
2009,2,4,4.54,23.86,0,77.25,9.61,1.22,0
2009,2,5,4.63,25.17,0,74.81,10.53,1.38,0
2009,2,6,4.79,25.38,0,71.94,11.05,1.87,0
2009,2,7,4.74,26.22,0.25,72.25,10.57,1.64,0
2009,2,8,4.79,26.73,0,76.38,10.86,1.39,0
2009,2,9,4.65,26.2,0,75,11.33,1.55,0
2009,2,10,4.79,26.87,0,71.06,11.61,1.74,0
2009,2,11,4.65,27.97,0,73.31,11.91,1.74,0
2009,2,12,4.03,24.85,0.01,72.31,13.13,3.19,0
2009,2,13,4.52,26.01,0,70.94,11.12,2.36,0
2009,2,14,4.66,24.54,0,73.81,10.58,2.35,0
2009,2,15,4.65,26.73,0,71.38,11.4,2.53,0
2009,2,16,4.59,26.15,0,70.06,10.71,1.33,0
2009,2,17,4.95,26.85,0,69.25,11.52,0.97,0
2009,2,18,5,27.21,0,68.25,12.12,1.86,0
2009,2,19,5.13,28.13,0,63.19,11.82,1.72,0
2009,2,20,5.29,27.63,0,65.06,11.61,1.5,0
2009,2,21,5.06,26.05,0,57.88,11.12,3.37,0
2009,2,22,4.99,26.78,0,52.94,12.72,2.55,0
2009,2,23,4.42,26.49,0,56.12,12.09,2.27,0
2009,2,24,4.04,28.29,0,62.06,10.76,2.66,0
2009,2,25,4.31,27.88,1.36,59.25,14.03,3.2,0
2009,2,26,4.92,28.1,2.26,57.56,14.98,2.88,0
2009,2,27,5.27,29.01,0,48.94,14.03,3.01,0
2009,2,28,5.47,27.8,0.17,50.31,14.6,3.56,0
2009,3,1,5.41,28.08,0,49.62,11.55,1.57,0
2009,3,2,5.55,26.61,0,52.5,9.39,1.89,0
2009,3,3,5.28,28.25,0,57.06,11.58,2.36,0
2009,3,4,4.6,28.99,0.02,60.38,12.44,1.42,0
2009,3,5,4.14,28.82,0.52,63.31,13.16,2.02,0
2009,3,6,3.91,29.95,5.64,62.88,15.3,2.91,0.768812537
2009,3,7,4.75,29.76,0,53.31,14.71,2.1,0.143034875
2009,3,8,5.04,30.34,0,50.06,13.42,1.98,0
2009,3,9,5.48,31.48,0,55.12,13.54,2.13,0
2009,3,10,4.97,31.06,0,55.94,15.01,3.86,0
2009,3,11,5.67,30.76,0,48,17.19,3.15,0
2009,3,12,6,29.82,0,40.44,14.69,3.46,0
2009,3,13,5.79,29.37,0,44.75,11.75,2.35,0
2009,3,14,5.54,29.97,0,45.69,12.47,2.73,0
2009,3,15,5.23,30.33,0,48.62,15.22,1.81,0
2009,3,16,3.65,28.27,0,52.06,15.59,2.14,0
2009,3,17,5,31.19,0,52.12,14.41,2.8,0
2009,3,18,4.9,31.58,0,49.31,14.76,2.29,0
2009,3,19,4.86,32.58,0,51.69,16.15,2.43,0
2009,3,20,5.05,32.11,0,54.5,15.53,2.03,0
2009,3,21,5.26,32.22,0.07,55.88,15.19,2.61,0
2009,3,22,4.32,31.27,2.35,60.75,16.73,2.91,0.823226392
2009,3,23,5.65,31.59,0,58.62,15.35,2.29,1.805929065
2009,3,24,5.8,32.53,0,54.62,15.07,2.35,0
2009,3,25,6.02,32.37,0,53.44,15.02,2.48,0
2009,3,26,4.1,32.19,0.11,54.5,15.38,2.47,0.557563365
2009,3,27,4.45,29.59,5.4,59.75,15.11,1.3,1.946322799
2009,3,28,4.47,29.04,0.73,63.06,14.23,2.44,2.662806988
2009,3,29,2.97,30.89,8.09,66.62,16.3,2.33,0.999061286
2009,3,30,2.88,30.08,16.02,69.06,17.83,3.03,1.478225231
2009,3,31,3.96,29.82,7.82,71.56,20.26,3.33,8.439066887
2009,4,1,4.11,30.14,3.02,69.81,19.32,2.3,5.264507771
2009,4,2,5.9,31.58,0.06,70.12,16.88,1.91,0
2009,4,3,1.83,31.3,3.76,67.44,18.12,2.64,3.639723539
2009,4,4,1.46,30.79,7.17,71.19,19.19,1.84,6.602585793
2009,4,5,3.51,32.33,1.26,69.81,19.53,2.92,0
2009,4,6,5.05,32.8,0.94,65,19.32,1.99,0
2009,4,7,4.76,31.19,20.42,67.44,18.12,2.37,0
2009,4,8,6.51,32.83,1.82,66,18.77,2.17,0
2009,4,9,5.86,33.09,0.02,65.44,18.36,2.39,0.419957012
2009,4,10,6.13,31.77,0.72,61.5,18.01,2.99,0
2009,4,11,6.44,33.47,2.41,56.38,18.91,1.9,0.656182826
2009,4,12,6.07,34.26,0,47.69,17.66,2.02,0
2009,4,13,6.16,33.63,0,55.38,16.69,2.12,0
2009,4,14,4.64,34.29,3.64,58.56,18.23,2.08,0
2009,4,15,6.28,34.42,0.1,58.88,19.44,3.03,1.109176517
2009,4,16,4.48,33.83,3.16,60.81,20.42,1.34,4.278312206
2009,4,17,4.23,32.35,5.9,64.44,21.9,1.41,0
2009,4,18,5.42,33.77,4.33,60.44,21.18,3.19,2.423636675
2009,4,19,5.88,34.93,6.56,62.94,20.85,3.38,0
2009,4,20,2.75,33.4,19.35,68.38,20.88,2.48,0
2009,4,21,2.6,33.25,0.75,70.31,20.94,1.91,0
2009,4,22,4.95,33.69,7.36,71.94,21.73,3.18,2.463996887
2009,4,23,4.77,33.69,10.53,64.56,22.57,2.44,1.109176517
2009,4,24,6.95,34.5,2.18,60.81,20.07,3.15,0
2009,4,25,6.79,35.05,0,50.06,18.86,2.62,0
2009,4,26,7.06,35.61,0,51.69,19.6,2.45,0
2009,4,27,6.85,36.12,0,51.25,20.4,2.5,0
2009,4,28,6.22,35.94,0,50.56,19.23,1.37,0
2009,4,29,5.38,35.75,0,59.31,21.5,2.17,0
2009,4,30,2.37,33.86,2.7,63.75,21.66,1.95,0
2009,5,1,1.51,33.4,21.61,71.69,21.92,2.66,5.577721596
2009,5,2,3.74,32.65,0.01,73.19,22.04,2.11,18.62105942
2009,5,3,5.84,34.01,0.78,69.06,21.51,1.31,2.0356071
2009,5,4,6.16,31.28,0.68,75.62,21.77,1.26,8.368906975
2009,5,5,5.97,34.68,0.37,68.44,21.14,2.57,3.652220726
2009,5,6,4.47,32.83,12.02,69.5,22.51,2.66,5.731840134
2009,5,7,6.23,34.45,1.01,67.06,22.8,2.27,4.485710621
2009,5,8,6.25,34.76,0.47,64,21.97,2.05,0
2009,5,9,6.48,34.8,8.72,65.62,20.93,2.01,0
2009,5,10,5.18,34.03,41.6,68.25,21.14,2.16,10.88289833
2009,5,11,3.35,33.31,1.57,71.38,22.58,2.73,5.465304852
2009,5,12,5.01,31.69,0.17,76.19,21.59,1.87,9.767516136
2009,5,13,3.2,27.05,9.51,81.88,20.93,1.73,4.01487875
2009,5,14,6.82,31.05,5.64,74.75,19.69,2.3,5.63455534
2009,5,15,7.04,33.96,0.22,69.81,20.7,1.27,0
2009,5,16,6.31,33.22,11.01,70.75,20.93,1.94,0.294407934
2009,5,17,6.23,33.16,5.21,69.81,21.29,1.76,5.339831829
2009,5,18,3.24,32.17,5.06,75.31,21.77,1.02,1.553710461
2009,5,19,6.25,34.82,4.51,71.88,24,1.82,0.876572251
2009,5,20,6.08,34.48,0.22,72.06,23.94,1.77,11.82217979
2009,5,21,5.38,35.58,1.08,69.62,22.95,2.19,2.57064867
2009,5,22,6.53,37.23,0,66.81,22.42,2.32,0
2009,5,23,6.88,37.52,0.37,61.25,22.35,1.17,0.658455908
2009,5,24,5.33,30.05,2.86,73.31,23.33,1.98,7.435507774
2009,5,25,2.26,28.68,17,85.75,21.62,4.15,6.712865829
2009,5,26,1.11,31.15,29.42,84,22.38,4.57,64.31188202
2009,5,27,4.47,32.87,1.19,77.62,23.18,2.09,20.95205688
2009,5,28,3.22,34.16,0.02,69.12,21.96,1.8,1.074602365
2009,5,29,6.15,35.04,2.36,70.44,22.42,1.05,2.0356071
2009,5,30,5.94,33.81,12.03,72.44,23.38,1.71,5.270851135
2009,5,31,3.43,31.5,9.76,78,22.79,0.95,3.750688791
2009,6,1,5.7,32.32,5.69,76.62,21.95,2.09,0.902284205
2009,6,2,4.56,33.33,6.76,73.81,22.3,2.58,4.245857716
2009,6,3,5.67,32.76,2.05,76.69,23.4,1.56,0.638383746
2009,6,4,6.35,35.83,0.01,70.69,22.73,1.06,0.471052706
2009,6,5,4.41,32.2,8.54,73.19,23.9,1.1,7.097113609
2009,6,6,6.64,31.24,30.11,76.06,23.81,2.03,3.236178637
2009,6,7,4.34,32.74,10.39,79,23.44,1.28,1.894969344
2009,6,8,5.3,33.62,1.78,70.12,24.05,2.02,4.180269718
2009,6,9,5.85,35.69,2.42,68.62,23.69,1.45,0.24639453
2009,6,10,5.4,33.69,8.88,70.81,23.45,2.2,0.184795886
2009,6,11,4.62,33.62,29.12,74.19,21.94,1.72,2.741198301
2009,6,12,2.02,35.52,0.45,68.62,21.62,1.83,2.689806938
2009,6,13,4.31,34.44,6.15,71.25,23.09,1.63,4.45848608
2009,6,14,3.06,32.69,15.61,74.06,22.95,1.69,7.716195107
2009,6,15,3.69,35.15,0.47,73.56,22.1,2.43,0.416793555
2009,6,16,3.55,35.07,0.38,71.69,23.11,1.7,0.73601985
2009,6,17,5.41,35.8,0.01,71.19,23.25,1.43,4.570717335
2009,6,18,5.59,35.9,1.28,73.62,23.74,1.7,1.939275384
2009,6,19,4.02,35.83,0.44,73.69,24.73,0.8,0.76546061
2009,6,20,4.4,33.14,2.04,76.56,24.82,1.43,10.24539566
2009,6,21,4.94,36.3,3.56,70.62,24.23,1.78,4.445559502
2009,6,22,3.69,37.68,0.08,67.56,24.62,1.47,3.764383554
2009,6,23,4.14,36.16,2.31,70.25,24.32,0.78,0
2009,6,24,5.82,31.73,1,77.62,25.5,2.29,4.459904194
2009,6,25,4.92,33.49,2.5,76.25,24.88,1.26,5.541506767
2009,6,26,4.9,37.17,0.64,69.88,24.65,1.28,3.91486907
2009,6,27,4.5,36.04,1.35,72.31,24.99,1.64,0
2009,6,28,4.69,34.51,3.02,79.81,25.69,1.97,0.412171096
2009,6,29,2.15,33.15,10.67,83.19,25.28,2.4,6.712500572
2009,6,30,1.31,32.08,21.76,81.94,26.07,1.95,24.8184166
2009,7,1,2.73,31.74,12.73,80.06,24.58,1.67,39.49592209
2009,7,2,1.67,29.58,21.97,88.38,24.76,1.4,33.88047409
2009,7,3,3.54,32.62,17.28,79.94,23.61,1.3,22.29155159
2009,7,4,4.1,30.45,6.18,82.06,23.91,1.84,4.437098503
2009,7,5,4.99,32.21,1.74,78.69,23.43,1.98,4.368879318
2009,7,6,4.96,34.84,11.41,75.25,23.72,0.9,5.9796772
2009,7,7,5.08,33.26,4.4,79.69,24.82,1.3,1.797579646
2009,7,8,5.87,34.4,1.61,74.94,23.9,1.6,3.756148338
2009,7,9,5.51,30.81,25.68,82.44,24.71,2.3,0.901486337
2009,7,10,4.88,36.78,4.94,72.81,24.25,1.73,0.176644772
2009,7,11,5.56,35.91,1.23,73.69,23.9,1.55,0
2009,7,12,5.63,35.66,1.33,72.19,24.89,1.68,1.704228878
2009,7,13,7.06,35.87,1.77,73.75,24.98,1.56,0
2009,7,14,2.71,33.32,4.97,78.81,25.13,2.19,1.177631736
2009,7,15,5.88,34.53,26.68,76.75,24.7,1.66,3.080112934
2009,7,16,6,34.94,2.48,78.25,25.08,1.63,2.0356071
2009,7,17,5.63,35.17,2.1,78.12,24.51,1.67,0
2009,7,18,5.38,32.87,12.25,82.88,24.87,2.04,0.197177649
2009,7,19,6.52,36.06,1.38,74.5,25.51,2.3,11.44072819
2009,7,20,6.42,36.7,0.07,71.88,25.97,1.98,0
2009,7,21,5.61,33.66,7.86,76.94,25.15,2.52,0
2009,7,22,5.74,36.8,5.94,71.44,23.86,1.8,6.920987129
2009,7,23,5.34,36.24,0.05,73.19,24.9,1.79,6.682728291
2009,7,24,5.65,35.86,0.49,75.38,24.91,1.04,0
2009,7,25,4.4,32.72,16.84,82.38,25.7,1.29,0.699927449
2009,7,26,3.69,32.22,29.03,84.75,25.49,1.93,10.27265739
2009,7,27,4.12,31.65,81.53,85.19,24.5,0.84,12.5412569
2009,7,28,3.33,32.44,58.29,85.25,24.59,0.87,9.607660294
2009,7,29,2.05,31.08,16.73,89.38,24.87,1.43,26.76184082
2009,7,30,3.16,31.68,10.16,84.25,23.98,2.07,6.437832355
2009,7,31,2.79,32.55,23.54,83.69,23.71,0.98,2.29638195
2009,8,1,4.03,33.4,9.61,82,24.87,1.23,1.764862657
2009,8,2,4.8,27.55,21.68,89.81,24.38,1.96,13.78783417
2009,8,3,5.29,35.84,7.29,76.88,22.98,1.35,4.939971924
2009,8,4,4.15,33.56,11.05,85.69,25.92,0.92,32.82178879
2009,8,5,2.82,31.76,11.55,87.81,25.24,1.28,23.21602058
2009,8,6,4.54,32.43,17.99,81.69,24.18,1.44,18.69684792
2009,8,7,5.41,32.94,6.41,83.81,25.08,2.16,8.16711235
2009,8,8,4.95,34.44,18.73,81.06,25.52,1.28,4.804079056
2009,8,9,4.42,33.33,10.16,81.75,26.05,2.75,0
2009,8,10,4.74,35.79,4.63,80,25.87,1.55,14.60593605
2009,8,11,3.95,29.42,1.76,90.12,25.29,2.21,13.28423977
2009,8,12,2.77,33.24,6.83,82.81,24.51,2.13,37.21848679
2009,8,13,2.02,29.9,16.17,88.56,24.92,1.38,9.960184097
2009,8,14,3.44,32.98,13.01,82.81,24.4,0.98,10.30648518
2009,8,15,2.76,31.98,8.95,83,24.09,1.31,71.54625702
2009,8,16,3,30.96,22.49,83.38,23.87,2.26,13.97793007
2009,8,17,2.41,32.05,9.09,83.44,23.46,2.16,24.11301422
2009,8,18,2.9,31.38,22.36,85.44,23.39,2,5.542769432
2009,8,19,1.88,31.23,12.21,87.62,24.22,1.19,85.32935333
2009,8,20,3.96,30.26,38.1,87.88,23.34,1.66,15.88571358
2009,8,21,4.02,31.05,2.85,83.94,23.35,1.95,7.714985371
2009,8,22,4.14,31.94,5.52,81.12,22.88,1.62,17.02732277
2009,8,23,3.9,29.87,1.3,85.94,23.79,2.09,93.23600769
2009,8,24,4.62,30.26,0.8,85.31,22.96,2.98,12.55612755
2009,8,25,6.28,28.72,5.05,87.94,22.64,2.39,2.379706144
2009,8,26,5.33,30.35,36.27,85.38,22.59,2.4,16.37149429
2009,8,27,4.52,33.03,13.44,79.5,22.67,1.67,9.466058731
2009,8,28,5.09,31.73,0.16,81,23.24,1.14,10.64312935
2009,8,29,5.51,32.9,3.84,81.56,23.07,0.87,2.402039528
2009,8,30,2.74,34.11,9.1,76.94,23.19,1.07,27.65054321
2009,8,31,6.5,33.35,3.28,77.38,24.02,2.24,12.9529314
2009,9,1,6.12,34.02,3.11,76.06,23.7,1.66,9.519171715
2009,9,2,5.51,32.83,4.95,82.38,24.3,2.66,4.684076309
2009,9,3,6.43,32.33,1.17,82.75,24.31,2.83,15.19590473
2009,9,4,4.88,34.35,5.74,82.62,23.76,2.33,7.197483063
2009,9,5,2.22,29.02,7.34,89.19,23.99,1.86,9.047958374
2009,9,6,4.46,31.32,8.74,86.12,23.53,1.79,12.34685612
2009,9,7,6.25,32.56,1.41,83,23.47,2.47,8.347397804
2009,9,8,3.97,32,0.47,83.38,24.12,3.11,0.530551195
2009,9,9,3.47,29.45,21.88,86.44,23.73,1.5,4.059803486
2009,9,10,4.64,31.91,13.36,81.81,22.44,0.53,47.1126442
2009,9,11,5,32.73,0.93,79.5,22.07,1.15,6.099845886
2009,9,12,5.75,33.07,0,80.56,22,1.84,0.303377748
2009,9,13,5.46,33.83,0,80.94,22.32,1.17,13.39286518
2009,9,14,5.03,32.23,0,83.06,23.15,1.08,11.98894501
2009,9,15,4.5,29.07,0.19,85.19,23.62,1.7,1.784212947
2009,9,16,4.27,31.5,6.28,83.62,22.44,1.26,5.886822224
2009,9,17,4.58,31.61,3.13,84.62,23.13,1.25,8.69615078
2009,9,18,3.86,29.51,1.86,85.62,23.39,0.97,2.390249014
2009,9,19,2.48,29.44,1.9,85.81,23.11,2.25,7.99887991
2009,9,20,4.26,30.13,1.2,86.06,22.36,1.04,5.54971981
2009,9,21,4.81,32.8,57.87,80.75,21.56,1.79,36.48033524
2009,9,22,4.67,29.05,28.79,84.56,23.78,1.62,53.28538895
2009,9,23,3.9,26.82,13.65,90.81,22.87,1.02,24.8954258
2009,9,24,2.76,26.67,5.51,90.56,21.54,1.2,5.208242416
2009,9,25,4.7,30.14,0.63,85.69,20.82,1.77,1.529827952
2009,9,26,5.75,29.79,0,87.94,22.4,1.88,0
2009,9,27,6.01,31.68,0,82.56,22.77,2.2,0.530551195
2009,9,28,5.94,31.76,0,82.06,22.4,2.12,7.197483063
2009,9,29,5.87,32.37,0.04,80.56,22.5,1.05,0
2009,9,30,5.98,33.09,0,77.81,22.69,1.96,4.684076309
2009,10,1,5.98,32.56,0,76.62,21.55,1.39,0
2009,10,2,4.69,31.55,0.08,78.88,21.78,1.38,0
2009,10,3,2.19,26.83,4.96,88,22.41,2.23,4.729783535
2009,10,4,3.68,27.94,6.69,89.88,21.89,2.37,1.577603698
2009,10,5,3.5,27.76,2.75,91.56,21.69,2.43,6.087209225
2009,10,6,3.92,28.31,9.66,88.5,22.28,2.03,11.32176018
2009,10,7,3.24,30.61,53,90.44,21.91,0.53,1.383918881
2009,10,8,0.64,29.13,65.4,90.75,22.02,0.77,15.04298592
2009,10,9,3.78,30.2,17.57,89.19,22.33,2.12,22.89900589
2009,10,10,4.67,30.05,0.49,82.5,19.57,1.26,7.82433033
2009,10,11,4.09,30.02,0.06,81.75,19.57,0.98,3.338670731
2009,10,12,5.45,29.97,0,78.62,19.69,1.27,3.802375078
2009,10,13,5.49,30.23,0,76.56,19.69,1.34,0
2009,10,14,5.61,29.63,0,76.94,18.97,1.79,0.238623619
2009,10,15,5.23,28.08,0.21,83.5,19.65,1.48,0.917783201
2009,10,16,3.76,27.65,0.31,87.75,21.22,0.98,0.961019993
2009,10,17,4.29,28.96,12.99,87,19.74,1.59,2.50444746
2009,10,18,4.42,29.95,0.81,83.44,19.52,1.22,0
2009,10,19,4.65,29.48,0.06,81.56,18.83,0.65,0
2009,10,20,4.89,28.55,0,76.94,16.91,1.92,0
2009,10,21,5.34,27.88,0,82,16.79,0.84,0
2009,10,22,5.37,28.23,0,80.06,16.83,1.43,2.411262274
2009,10,23,5.08,28.73,0,78.38,16.25,1.01,1.483853698
2009,10,24,4.89,27.83,0.21,81.56,16.55,1.31,3.802375078
2009,10,25,4.82,27.87,0.06,84.31,16.51,1.06,1.02014935
2009,10,26,4.84,27.19,0,82,16.44,1.03,0
2009,10,27,4.86,28.32,0,77.31,14.89,1.83,0
2009,10,28,5.02,26.81,0,82.38,15.14,0.72,0
2009,10,29,5.2,27.82,0,79.44,15.35,1.49,0
2009,10,30,5.05,26.26,0,83.12,15.94,1.04,0
2009,10,31,4.62,26.45,0,83,15.08,0.73,0
2009,11,1,3.84,25.14,0,84.19,15.65,0.83,0
2009,11,2,3.48,24.74,0,82.75,16.48,1.1,0
2009,11,3,4.55,27.73,0,84.38,16.73,1.5,0
2009,11,4,4.65,27.64,0,82.25,16.48,1.34,0
2009,11,5,3.9,27.83,0,81.31,18.1,1.37,0
2009,11,6,4.39,28.07,0,74.5,17.17,1.09,0
2009,11,7,4.67,28.15,0,73.81,15.83,1.77,0
2009,11,8,4.71,27.63,0,76,15.92,1.27,0
2009,11,9,4.52,27.13,0,83.12,15.08,1.68,0
2009,11,10,4.07,25.83,0.02,83.81,14.66,1.12,0
2009,11,11,3.71,25.08,0,82.69,14.63,1.95,0
2009,11,12,3.76,26.86,0,82.5,15.34,1.45,0
2009,11,13,3.67,26.58,0,84.62,15.68,1.05,0
2009,11,14,2.06,26.48,0.76,87.19,16.87,1.24,0
2009,11,15,1.82,26.28,2.83,87.69,18.62,2.51,0
2009,11,16,3.02,26.87,1.79,85.94,17.37,1.7,0
2009,11,17,0.93,25.18,0.16,82.06,17.08,1.58,0
2009,11,18,3.3,25.23,0.08,84.38,15.45,1.57,0
2009,11,19,3.33,24.58,0,87.69,15.4,0.95,0
2009,11,20,3.63,24.01,0,85,13.9,1.7,0
2009,11,21,4.1,22.72,0,86.69,12.4,1.01,0
2009,11,22,4.35,23.03,0,83.81,11.41,1.2,0
2009,11,23,4.34,24.25,0,77.19,12.02,1.88,0
2009,11,24,4.18,23.62,0,82.31,12.96,1.42,0
2009,11,25,4.16,23.51,0,84.12,11.99,0.87,0
2009,11,26,3.97,24.4,0,84.38,12.11,1.5,0
2009,11,27,3.55,23.93,0,85.12,12.63,1.05,0
2009,11,28,4.18,23.81,0,85.25,12.27,0.86,0
2009,11,29,4.09,24.58,0,80.88,11.98,1.26,0
2009,11,30,4.05,24.07,0,82.06,13.28,1.03,0
2009,12,1,3.8,25.19,0,78.25,13.87,1.63,0
2009,12,2,3.79,24.1,0,79.62,15.08,1.44,0
2009,12,3,3.69,24.73,0,83.06,14.97,1.37,0.553444147
2009,12,4,3.57,24.21,0,86,14.1,1.27,0
2009,12,5,3.41,23.86,0.09,86.25,14.44,1.06,0
2009,12,6,3.26,22.77,0.1,85.25,14.16,0.87,0
2009,12,7,2.78,22.15,0.18,84.25,12.32,0.55,0
2009,12,8,2.49,22.07,0,82.56,10.87,1.37,0
2009,12,9,3.31,21.76,0,86.25,10.85,0.84,0
2009,12,10,3.02,21.09,0,84.06,10.09,0.7,0
2009,12,11,2.95,21.31,0,80.31,9.87,1.29,0
2009,12,12,3.38,21.94,0,83,9.76,0.75,0
2009,12,13,3.62,23.83,0,80.56,10.58,1.31,0
2009,12,14,3.5,23.24,0,84.06,11.48,1.83,0
